,t,x,y,x0,y0,vx,vy,r,theta,omega,alpha,n,l,angle_o,theta_o
0,0.0,0.7626717744,0.3745316006,0.4910919882,0.8404773123,0.2715797862,-0.4659457117,0.5393152941685014,-0.5277190823374173,,,1631,0.5,30.0,0.5235987755982988
1,0.033366666669999996,0.7620533635,0.3743771029,0.49109337,0.8405197034,0.2709599935,-0.46614260050000006,0.5391736659726833,-0.5265420569966106,,,1631,0.5,30.0,0.5235987755982988
2,0.06673333332999999,0.7581373201999999,0.37216697039999996,0.4910920651,0.8405267631000001,0.26704525509999993,-0.4683597927000001,0.5391419698830829,-0.5181977202297947,,,1631,0.5,30.0,0.5235987755982988
3,0.1001,0.7501762406,0.36791435299999997,0.4910833851,0.8405291115000001,0.2590928555,-0.4726147585000001,0.5389747839399885,-0.5014690613724713,,,1631,0.5,30.0,0.5235987755982988
4,0.1334666667,0.7372827769,0.3604819461,0.4910662732,0.840549309,0.24621650369999998,-0.4800673629,0.5395250129660463,-0.47389770128870334,,,1631,0.5,30.0,0.5235987755982988
5,0.1668333333,0.7210031599,0.3526156674,0.4910574039,0.8405444297,0.22994575599999995,-0.4879287623,0.539397374652511,-0.44039987067582875,0.5233918791371774,,1631,0.5,30.0,0.5235987755982988
6,0.2002,0.6991961733,0.3433692125,0.49105694270000005,0.8405433746,0.2081392305999999,-0.49717416209999993,0.5389843103232198,-0.39647519359317224,0.7796215580829259,,1631,0.5,30.0,0.5235987755982988
7,0.2335666667,0.6713719058,0.3320546491,0.49105874590000004,0.8405717904000001,0.1803131598999999,-0.5085171413,0.5395391724694761,-0.34075466259988435,1.0635947499659009,,1631,0.5,30.0,0.5235987755982988
8,0.26693333329999996,0.6408789098,0.3229916054,0.4910640779,0.8406193027,0.14981483189999995,-0.5176276973,0.5388718928180665,-0.28172772306482174,1.3171309015785821,,1631,0.5,30.0,0.5235987755982988
9,0.3003,0.6064444791,0.3134104694,0.4910600487,0.8406719631,0.11538443040000002,-0.5272614937,0.5397390568760867,-0.2154409187023984,1.54919150246617,,1631,0.5,30.0,0.5235987755982988
10,0.3336666667,0.5694903671,0.3058694662,0.49106067789999996,0.840675979,0.07842968920000004,-0.5348065128,0.5405268007058532,-0.1456126397801794,1.7669564271797602,7.453933347454111,1631,0.5,30.0,0.5235987755982988
11,0.3670333333,0.5301637921,0.30150803719999997,0.4910772926,0.8406767022,0.03908649949999998,-0.539168665,0.5405835770360081,-0.07236741606140809,1.942703965110883,6.971522933177615,1631,0.5,30.0,0.5235987755982988
12,0.4004,0.4932818692,0.3002090702,0.4910824182,0.8406636842,0.002199451000000019,-0.540454614,0.5404590894587585,-0.004069608808555963,2.018092228501377,5.7212636018897065,1631,0.5,30.0,0.5235987755982988
13,0.4337666667,0.45249583509999997,0.301196582,0.49107251399999996,0.8407057791,-0.038576678899999994,-0.5395091971,0.5408866183503159,0.07138179689729689,2.116540577079089,4.791666381829541,1631,0.5,30.0,0.5235987755982988
14,0.4671333333,0.41470981960000003,0.3053209351,0.49107606909999996,0.8407678433,-0.07636624949999993,-0.5354469082,0.5408652286509417,0.14166613214902204,2.1405018075819457,3.54431752026303,1631,0.5,30.0,0.5235987755982988
15,0.5005,0.3763270211,0.3119000233,0.49107409090000004,0.8407320090000001,-0.11474706980000005,-0.5288319857000001,0.5411378374564942,0.21366990290515084,2.1535417122461977,2.3171945135678684,1631,0.5,30.0,0.5235987755982988
16,0.5338666667,0.339622652,0.3215765007,0.49106063780000003,0.84070672,-0.1514379858,-0.5191302193,0.5407676470847966,0.2838384997411885,2.135100392288185,1.1532253365740104,1631,0.5,30.0,0.5235987755982988
17,0.5672333333,0.3087226999,0.3317542856,0.49104365479999995,0.8407355772,-0.18232095489999994,-0.5089812916,0.5406504284604351,0.3439678977062922,2.086138904357011,0.4078721837657838,1631,0.5,30.0,0.5235987755982988
18,0.6006,0.2810466197,0.3428768761,0.4910273672,0.8407790875,-0.2099807475,-0.49790221139999996,0.5403688799678132,0.39909843467039147,1.9643354891850475,-0.9123182082436861,1631,0.5,30.0,0.5235987755982988
19,0.6339666667,0.2578762814,0.3532417678,0.4910224602,0.8408021694,-0.2331461788,-0.48756040159999997,0.5404371248326625,0.44604732015493437,1.8244626635474646,-1.8943405217907552,1631,0.5,30.0,0.5235987755982988
20,0.6673333333,0.24187336399999998,0.3600838125,0.49101140950000005,0.8408049578,-0.24913804550000007,-0.4807211453,0.5414449050957113,0.4781478571942266,1.585282446458562,-3.4061494520860274,1631,0.5,30.0,0.5235987755982988
21,0.7007,0.22720400420000003,0.3653606056,0.4910015397,0.8407865565,-0.26379753549999996,-0.4754259509,0.5437085382123799,0.5065711680230369,1.3350609474086215,-4.795441223258681,1631,0.5,30.0,0.5235987755982988
22,0.7340666667,0.22165003579999998,0.3696625046,0.4910170414,0.8407468812000001,-0.26936700560000004,-0.4710843766000001,0.5426592610308251,0.5194276036763964,1.0517065282406783,-6.200393856640962,1631,0.5,30.0,0.5235987755982988
23,0.7674333333,0.2199872584,0.3702667615,0.4910190122,0.8407131263,-0.2710317538,-0.47044636479999996,0.5429346127494898,0.5226727000875258,0.740704889095121,-7.334449166042417,1631,0.5,30.0,0.5235987755982988
24,0.8008,0.2227164486,0.36845937030000003,0.49102421909999994,0.8406809395,-0.26830777049999993,-0.47222156919999997,0.5431227026449833,0.5166952359773728,0.4234640304806859,-8.39759419580727,1631,0.5,30.0,0.5235987755982988
25,0.8341666667000001,0.2275071998,0.36533641850000004,0.49105671630000003,0.8406256272,-0.2635495165,-0.47528920869999997,0.5434686555396326,0.5062941948033179,0.16870931616966878,-8.490947825416969,1631,0.5,30.0,0.5235987755982988
26,0.8675333332999999,0.2409682498,0.35835781640000003,0.4910948319,0.8405609076999999,-0.25012658209999994,-0.4822030912999999,0.5432155450024456,0.47850825721533935,-0.16820925592667774,-9.010610627405644,1631,0.5,30.0,0.5235987755982988
