,t,x,y,x0,y0,vx,vy,r,theta,angle
0,0.0,0.5375280766,0.30066393739999997,0.48690127969999997,0.8354781593,0.05062679690000005,-0.5348142219,0.5372051046954565,-0.09438115328778114,-5.407641748967133
1,0.033366666669999996,0.5375330714,0.3006675371,0.4869026335,0.8354892723,0.050630437899999936,-0.5348217352,0.537212927696537,-0.09438658266897575,-5.407952829594952
2,0.06673333332999999,0.5375219678000001,0.3006573908,0.48689972909999996,0.8354871634000001,0.0506222387000001,-0.5348297726000001,0.5372201566493644,-0.09436997830075926,-5.4070014693746655
3,0.1001,0.5374961000999999,0.3006600185,0.48689901950000003,0.8354942245,0.0505970805999999,-0.534834206,0.5372222002792637,-0.09432257907358713,-5.40428569370552
4,0.1334666667,0.5373146263,0.3006203519,0.4868941629,0.8354959337000001,0.05042046340000006,-0.5348755818,0.5372467879246551,-0.09398804191458753,-5.385118126404547
5,0.1668333333,0.5353286681,0.3005694675,0.48689907450000003,0.8354919195999999,0.04842959359999999,-0.5349224520999999,0.5371102822483832,-0.09028957214878137,-5.173211418167116
6,0.2002,0.5330220007,0.3004828675,0.48689781340000005,0.8354848138,0.04612418730000001,-0.5350019463,0.5369865205001645,-0.08600046929297311,-4.927463926631795
7,0.2335666667,0.5303117008,0.3002970564,0.4868934636,0.8354802823999999,0.04341823719999999,-0.535183226,0.536941550555852,-0.08095051179911426,-4.6381226755132205
8,0.26693333329999996,0.5258757197,0.3001998087,0.486886486,0.8354809489,0.038989233700000014,-0.5352811402,0.5366992261950125,-0.07271038919923799,-4.165998427869942
9,0.3003,0.5211694644,0.2999978561,0.48688562979999994,0.8354790375,0.03428383460000006,-0.5354811814,0.5365775591174307,-0.06393708346430388,-3.6633250368802965
10,0.3336666667,0.5159932588,0.2997482145,0.48688924219999996,0.8354810623000001,0.02910401660000006,-0.5357328478000001,0.5365228121843014,-0.054272266517929865,-3.1095718160865498
11,0.3670333333,0.5096163706,0.2993388411,0.4868841197,0.8354847172,0.022732250899999973,-0.5361458761,0.5366275763413739,-0.0423739967243143,-2.4278511734043846
12,0.4004,0.5037844472,0.2985218921,0.4868836512,0.8354908567,0.01690079600000005,-0.5369689646,0.5372348702839659,-0.03146405017671201,-1.8027572815134505
13,0.4337666667,0.4971188647,0.2983505609,0.48687442439999995,0.8354848669,0.010244440300000046,-0.537134306,0.537231990148727,-0.01907008786487992,-1.0926355496012667
14,0.4671333333,0.4901057689,0.29827681289999997,0.4868600456,0.8354843909999999,0.003245723300000003,-0.5372075781,0.5372173830841735,-0.0060417684697237,-0.3461678341103819
15,0.5005,0.48321531520000005,0.29823128649999997,0.4868493914,0.835494965,-0.003634076199999947,-0.5372636785,0.5372759688885952,0.006763942779824586,0.3875453741519346
16,0.5338666667,0.4762818801,0.298282649,0.48686179119999995,0.8355048159,-0.01057991109999995,-0.5372221669,0.5373263357845169,0.019691189767971167,1.1282220672959387
17,0.5672333333,0.46925928340000006,0.2983345653,0.4868635556,0.835506848,-0.017604272199999937,-0.5371722827,0.5374606699106645,0.03276039071192501,1.8770321229928855
18,0.6006,0.4633001345,0.2984863451,0.48686633009999997,0.8355251771,-0.02356619559999995,-0.5370388319999999,0.5375556460972032,0.04385360097174879,2.5126262521320117
19,0.6339666667,0.4578724272,0.2986396457,0.4868622654,0.8355003584999999,-0.028989838200000007,-0.5368607127999999,0.5376428514050812,0.05394641445180977,3.09090186795225
20,0.6673333333,0.452698882,0.2987093751,0.4868635067,0.8355164587999999,-0.03416462469999998,-0.5368070836999999,0.5378931740516796,0.06355841551582703,3.641628961595696
21,0.7007,0.4483387719,0.29910526989999997,0.48686504909999995,0.8355334202,-0.03852627719999996,-0.5364281503,0.5378098497323851,0.0716969093655319,4.107930310776963
22,0.7340666667,0.4449816427,0.2991686675,0.48687062020000005,0.8355221006999999,-0.041888977500000035,-0.5363534332,0.537986702197575,0.07794136731639047,4.465711396708069
23,0.7674333333,0.4424690284,0.2992389,0.48686675549999997,0.8355022339,-0.04439772709999995,-0.5362633339,0.5380980593323014,0.08260252099092594,4.732775829920847
