Pendulum_Bob
t,x,y,v_{x},v_{y},a_{x},a_{y}
2.569233333E0,1.379902007E-1,1.177808540E-1,-6.786856460E-1,3.034357499E-1,3.761596913E0,-1.109808953E0
2.602600000E0,1.184552125E-1,1.272125956E-1,-5.024929028E-1,2.506405621E-1,5.122359217E0,-1.777957231E0
2.635966667E0,1.044571743E-1,1.345069342E-1,-3.380969145E-1,1.836033557E-1,4.632321282E0,-2.184300410E0
2.669333333E0,9.589287840E-2,1.394650596E-1,-1.912915881E-1,1.055915256E-1,4.444096599E0,-2.257187161E0
2.702700000E0,9.169164901E-2,1.415534087E-1,-4.590839860E-2,3.030061531E-2,4.578711831E0,-2.386910121E0
2.736066667E0,9.282925793E-2,1.414871206E-1,1.160683130E-1,-4.992776957E-2,4.813264550E0,-2.464804401E0
2.769433333E0,9.943727443E-2,1.382215622E-1,2.761332103E-1,-1.375939790E-1,4.594011543E0,-2.417216515E0
2.802800000E0,1.112565475E-1,1.323050158E-1,4.233656826E-1,-2.109356179E-1,4.894652198E0,-2.193454600E0
2.836166667E0,1.276898776E-1,1.241451253E-1,5.965109671E-1,-2.824817209E-1,5.402056534E0,-1.925033708E0
2.869533333E0,1.510637127E-1,1.134540689E-1,7.908025521E-1,-3.423063240E-1,4.761145903E0,-1.305572975E0
2.902900000E0,1.804627680E-1,1.013018833E-1,9.196662191E-1,-3.696638250E-1,3.725459667E0,-2.106875261E-1
2.936266667E0,2.124361051E-1,8.878516968E-2,1.027626177E0,-3.573399482E-1,3.838395354E0,2.574165131E-1
2.969633333E0,2.490396882E-1,7.745539741E-2,1.178488674E0,-3.457396789E-1,3.924521930E0,6.202114107E-1
3.003000000E0,2.910805826E-1,6.571280844E-2,1.297524649E0,-3.242178025E-1,3.017491297E0,1.311669941E0
3.036366667E0,3.356278331E-1,5.581926273E-2,1.373463912E0,-2.552951145E-1,1.688320024E0,2.204169267E0
3.069733333E0,3.827364076E-1,4.867611446E-2,1.415299209E0,-1.749053119E-1,8.938382296E-1,2.412647530E0
3.103100000E0,4.300754670E-1,4.414724825E-2,1.427383525E0,-9.482907633E-2,2.347578096E-1,2.477426590E0
3.136466667E0,4.779904682E-1,4.234785410E-2,1.433322358E0,-9.793654291E-3,7.111711289E-1,2.863668563E0
3.169833333E0,5.257258456E-1,4.349368505E-2,1.467564159E0,9.445242489E-2,-1.150591777E-1,2.614478341E0
3.203200000E0,5.759259164E-1,4.865097926E-2,1.445070594E0,1.729260120E-1,-1.538829355E0,2.472152395E0
3.236566667E0,6.221602233E-1,5.503361425E-2,1.347995832E0,2.479863985E-1,-3.007037811E0,2.182863987E0
3.269933333E0,6.658821717E-1,6.519993825E-2,1.250660780E0,3.287363965E-1,-3.299342392E0,1.473792762E0
3.303300000E0,7.056209860E-1,7.697128978E-2,1.125498070E0,3.460692950E-1,-3.454565133E0,5.879896813E-1
3.336666667E0,7.409904095E-1,8.829429587E-2,1.016205271E0,3.597108625E-1,-3.228386896E0,2.460303141E-1
3.370033333E0,7.734357511E-1,1.009759947E-1,9.150784725E-1,3.706154304E-1,-3.804818050E0,-8.310861262E-4
3.403400000E0,8.020566462E-1,1.130266989E-1,7.653809101E-1,3.549346026E-1,-4.069464812E0,-7.965912009E-1
3.436766667E0,8.245121705E-1,1.246619638E-1,6.312615518E-1,3.209884600E-1,-4.197805556E0,-1.231022684E0
3.470133333E0,8.441828338E-1,1.344473288E-1,4.993984560E-1,2.691927476E-1,-4.171511231E0,-1.878360142E0
3.503500000E0,8.578386941E-1,1.426260932E-1,3.426141019E-1,1.992704133E-1,-4.675111761E0,-2.421480472E0
3.536866667E0,8.670466149E-1,1.477453077E-1,1.930846679E-1,1.048747673E-1,-4.430154254E0,-2.633793669E0
3.570233333E0,8.707238776E-1,1.496247360E-1,4.249151499E-2,2.120468812E-2,-4.662778952E0,-2.713739829E0
3.603600000E0,8.698822153E-1,1.491603673E-1,-1.130408464E-1,-7.114594060E-2,-4.717525874E0,-2.650612826E0
3.636966667E0,8.631802851E-1,1.448769302E-1,-2.768807840E-1,-1.621834105E-1,-4.437346618E0,-2.438876711E0
3.670333333E0,8.514050377E-1,1.383373277E-1,-4.101567791E-1,-2.304603535E-1,-4.398140762E0,-1.927605086E0
3.703700000E0,8.358091561E-1,1.294975426E-1,-5.623216828E-1,-2.919736187E-1,-4.446647242E0,-1.581934913E0
3.737066667E0,8.138794374E-1,1.188529548E-1,-7.172602450E-1,-3.363546677E-1,-4.140474730E0,-8.350956002E-1
3.770433333E0,7.879439891E-1,1.070514745E-1,-8.341038618E-1,-3.494042691E-1,-3.511638130E0,-5.399127027E-1
3.803800000E0,7.582169063E-1,9.553604328E-2,-9.507194978E-1,-3.657378445E-1,-4.476751149E0,-3.968652370E-1
3.837166667E0,7.244993079E-1,8.264456898E-2,-1.125407791E0,-3.828879052E-1,-3.814970511E0,4.586240142E-1
3.870533333E0,6.831146931E-1,6.998465708E-2,-1.230927162E0,-3.372230408E-1,-2.605616379E0,1.603197730E0
3.903900000E0,6.423554353E-1,6.014055139E-2,-1.272868582E0,-2.681770686E-1,-1.945746889E0,2.060455988E0
3.937266667E0,5.981719297E-1,5.208830737E-2,-1.370198768E0,-2.034840446E-1,-1.885578236E0,2.125977266E0
3.970633333E0,5.509175041E-1,4.656138281E-2,-1.405979529E0,-1.251167377E-1,-7.961866379E-1,2.426928933E0
4.004000000E0,5.043462292E-1,4.373885040E-2,-1.411570922E0,-4.150894089E-2,-4.058300663E-1,2.416731980E0
4.037366667E0,4.567186713E-1,4.379135282E-2,-1.437590830E0,3.754149048E-2,-1.719832859E-1,2.392217616E0
4.070733333E0,4.084110011E-1,4.624411920E-2,-1.426709059E0,1.161606284E-1,5.904100827E-1,2.290807708E0
4.104100000E0,3.615096201E-1,5.154313876E-2,-1.392579170E0,1.926311439E-1,1.839418257E0,2.046438302E0
4.137466667E0,3.154795512E-1,5.909903753E-2,-1.312774049E0,2.525652560E-1,2.795530438E0,1.677353960E0
4.170833333E0,2.739038319E-1,6.839766018E-2,-1.195969240E0,3.036320088E-1,3.679107179E0,1.425580947E0
4.204200000E0,2.356685372E-1,7.936141359E-2,-1.072916692E0,3.482833083E-1,3.566930549E0,6.517191048E-1
4.237566667E0,2.023045246E-1,9.163976628E-2,-9.511921031E-1,3.515366185E-1,4.264861106E0,-3.236305021E-1
4.270933333E0,1.721923175E-1,1.028206239E-1,-7.995201671E-1,3.211629941E-1,4.123872174E0,-8.321011747E-1
4.304300000E0,1.489498788E-1,1.130720434E-1,-6.589205427E-1,2.959850217E-1,4.271284099E0,-1.093647531E0
4.337666667E0,1.282203533E-1,1.225726910E-1,-5.312847487E-1,2.516779282E-1,4.284117930E0,-1.684381404E0
4.371033333E0,1.134954766E-1,1.298673505E-1,-3.637738807E-1,1.811028013E-1,4.831412439E0,-2.082284589E0
4.404400000E0,1.039445097E-1,1.346582847E-1,-2.104049659E-1,1.113306801E-1,4.444262712E0,-2.190448744E0
4.437766667E0,9.945445185E-2,1.372968179E-1,-6.634707458E-2,3.707196825E-2,4.280808125E0,-2.259443020E0
4.471133333E0,9.951694822E-2,1.371322207E-1,7.366860162E-2,-4.160443940E-2,4.391310915E0,-2.256202948E0
4.504500000E0,1.043706032E-1,1.345204150E-1,2.259666803E-1,-1.130072102E-1,4.859039456E0,-2.376585700E0
4.537866667E0,1.145964580E-1,1.295908728E-1,3.976472615E-1,-1.977428968E-1,4.820472267E0,-2.271382065E0
4.571233333E0,1.309069304E-1,1.213243723E-1,5.530311330E-1,-2.706391805E-1,4.423342036E0,-1.643746329E0
4.604600000E0,1.515020690E-1,1.115302182E-1,6.880364681E-1,-3.051699405E-1,4.295368139E0,-9.823547811E-1
4.637966667E0,1.768218974E-1,1.009593649E-1,8.392446123E-1,-3.338199375E-1,4.532363064E0,-6.128571180E-1
4.671333333E0,2.075076594E-1,8.925330103E-2,9.928929987E-1,-3.494612635E-1,3.928165233E0,1.036674736E-1
4.704700000E0,2.430809569E-1,7.763864996E-2,1.105236623E0,-3.270817095E-1,3.603726544E0,7.662569181E-1
4.738066667E0,2.812637834E-1,6.742604829E-2,1.222872514E0,-2.942133794E-1,3.261923817E0,1.124314518E0
4.771433333E0,3.246873160E-1,5.800481045E-2,1.334971820E0,-2.555018114E-1,2.317980355E0,1.713183046E0
4.804800000E0,3.703509029E-1,5.037556074E-2,1.375006874E0,-1.807512815E-1,1.008710199E0,2.256350124E0
4.838166667E0,4.164461081E-1,4.594267493E-2,1.397105993E0,-9.980098664E-2,5.838226151E-1,2.345847297E0
4.871533333E0,4.635844428E-1,4.371550823E-2,1.416912906E0,-2.724698114E-2,1.391559674E-1,2.443873599E0
4.904900000E0,5.110014293E-1,4.412439305E-2,1.407319342E0,6.265150172E-2,-3.411424977E-1,2.449161457E0
4.938266667E0,5.574995536E-1,4.789645178E-2,1.390108445E0,1.409622439E-1,-1.010240919E0,2.482668517E0
4.971633333E0,6.037679996E-1,5.353127346E-2,1.346608825E0,2.215754197E-1,-1.797244265E0,2.077204972E0
5.005000000E0,6.473632492E-1,6.268291812E-2,1.265135413E0,2.886035267E-1,-3.014888627E0,1.495596397E0
5.038366667E0,6.881947028E-1,7.279074881E-2,1.149856691E0,3.160700170E-1,-3.188890617E0,7.977647021E-1
5.071733333E0,7.240970190E-1,8.377532392E-2,1.041999176E0,3.417553514E-1,-3.326375673E0,5.636934170E-1
5.105100000E0,7.577307812E-1,9.559722259E-2,9.386269133E-1,3.552586682E-1,-3.333958974E0,-1.162600827E-1
5.138466667E0,7.867347217E-1,1.074829190E-1,8.126347820E-1,3.354447367E-1,-4.164694349E0,-6.089546536E-1
5.171833333E0,8.119606090E-1,1.179825680E-1,6.671363767E-1,3.093158199E-1,-4.323501771E0,-1.182352270E0
5.205200000E0,8.312549559E-1,1.281245948E-1,5.157361975E-1,2.637257298E-1,-4.483272736E0,-1.664301949E0
5.238566667E0,8.463774046E-1,1.355818651E-1,3.740926302E-1,1.920188975E-1,-4.008430047E0,-2.015073297E0
5.271933333E0,8.562194041E-1,1.409386559E-1,2.421134820E-1,1.303243832E-1,-4.128341061E0,-2.080406954E0
5.305300000E0,8.625344443E-1,1.442788456E-1,1.066061453E-1,5.543106929E-2,-4.224020418E0,-2.341927576E0
5.338666667E0,8.633335875E-1,1.446377559E-1,-4.586200884E-2,-2.876192929E-2,-4.525128529E0,-2.379096182E0
5.372033333E0,8.594739195E-1,1.423594661E-1,-1.925298299E-1,-1.032475632E-1,-4.298061605E0,-2.253501576E0
5.405400000E0,8.504854302E-1,1.377477018E-1,-3.352607214E-1,-1.778312179E-1,-4.395834853E0,-2.160827886E0
5.438766667E0,8.371008541E-1,1.304921962E-1,-4.821476671E-1,-2.492301565E-1,-4.535328248E0,-1.930393802E0
5.472133333E0,8.183101093E-1,1.211157427E-1,-6.405918558E-1,-3.064413469E-1,-4.106111252E0,-9.989438401E-1
5.505500000E0,7.943520242E-1,1.100423436E-1,-7.606266819E-1,-3.202745298E-1,-4.319030877E0,-9.686905143E-1
5.538866667E0,7.675509553E-1,9.974275577E-2,-9.140883448E-1,-3.572070144E-1,-4.392158364E0,-7.211266939E-1
5.572233333E0,7.333518620E-1,8.620472889E-2,-1.072521883E0,-3.866463478E-1,-4.216666393E0,-9.590328692E-2
5.605600000E0,6.959779950E-1,7.394055616E-2,-1.184093539E0,-3.532626054E-1,-3.239856788E0,1.292756357E0
5.638966667E0,6.543333532E-1,6.263033769E-2,-1.293701333E0,-3.040126401E-1,-2.276781135E0,1.952884907E0
5.672333333E0,6.096449928E-1,5.365277931E-2,-1.339843668E0,-2.217529276E-1,-1.765854835E0,2.298030847E0
5.705700000E0,5.649211191E-1,4.783202565E-2,-1.397078623E0,-1.461744059E-1,-3.876401237E-1,2.413684970E0
5.739066667E0,5.164132793E-1,4.389807396E-2,-1.390830015E0,-6.667696158E-2,-4.943236007E-1,2.431971498E0
5.772433333E0,4.721063961E-1,4.338244975E-2,-1.394467304E0,2.144430748E-2,-6.882176254E-1,2.644198772E0
5.805800000E0,4.233558279E-1,4.532912408E-2,-1.464310532E0,1.061710020E-1,-6.984932656E-1,2.327199437E0
5.839166667E0,3.743880732E-1,5.046759462E-2,-1.436880761E0,1.812479183E-1,1.545834379E0,2.245723812E0
5.872533333E0,3.274679851E-1,5.742440183E-2,-1.358704529E0,2.509264594E-1,3.507724397E0,1.747569786E0
5.905900000E0,2.837171910E-1,6.721275367E-2,-1.208312929E0,3.045068001E-1,3.929045175E0,1.208715504E0
5.939266667E0,2.468332357E-1,7.774515562E-2,-1.077831192E0,3.270801732E-1,3.515511235E0,6.862489837E-1
5.972633333E0,2.117899228E-1,8.903990389E-2,-9.892453410E-1,3.502899076E-1,3.804262845E0,1.180411912E-3
6.006000000E0,1.808175966E-1,1.011211688E-1,-8.251920458E-1,3.330420810E-1,4.275784850E0,-6.555118105E-1
6.039366667E0,1.567221069E-1,1.112649121E-1,-6.880503878E-1,2.974965855E-1,3.929996291E0,-9.579641583E-1
6.072733333E0,1.349017007E-1,1.209741076E-1,-5.786669329E-1,2.738491044E-1,4.043485914E0,-1.311337272E0
6.106100000E0,1.181057336E-1,1.295397757E-1,-4.142988582E-1,2.123575289E-1,4.659833332E0,-1.927966027E0
6.139466667E0,1.072541569E-1,1.351454334E-1,-2.620331089E-1,1.390940548E-1,4.508090774E0,-2.306547053E0
6.172833333E0,1.006193908E-1,1.388219856E-1,-1.194694391E-1,6.322056523E-2,4.538226605E0,-2.424948877E0
6.206200000E0,9.928156299E-2,1.393643524E-1,4.264885591E-2,-2.598565946E-2,4.887108790E0,-2.608070540E0
6.239566667E0,1.034654911E-1,1.370878759E-1,2.072687862E-1,-1.101892250E-1,4.835926863E0,-2.331902552E0
6.272933333E0,1.131133000E-1,1.320110581E-1,3.659648526E-1,-1.831309142E-1,4.614291910E0,-2.043128977E0
6.306300000E0,1.278875456E-1,1.248669396E-1,5.151148473E-1,-2.449801976E-1,4.707863940E0,-1.835043160E0
6.339666667E0,1.474886308E-1,1.156627129E-1,6.770300059E-1,-3.057175180E-1,4.740695502E0,-1.569940673E0
6.373033333E0,1.730680147E-1,1.044653905E-1,8.367244067E-1,-3.515849349E-1,3.566190623E0,-4.476010160E-1
6.406400000E0,2.033260395E-1,9.220027828E-2,9.203205725E-1,-3.398541109E-1,3.618365144E0,1.059900405E-1
6.439766667E0,2.344840742E-1,8.178579288E-2,1.054750108E0,-3.315301642E-1,4.019432344E0,5.598088210E-1
6.473133333E0,2.737130301E-1,7.007616533E-2,1.215493364E0,-3.168698031E-1,4.053525760E0,6.758164798E-1
6.506500000E0,3.155979980E-1,6.064001469E-2,1.311342423E0,-2.750340708E-1,2.017204894E0,1.692458918E0
6.539866667E0,3.612232812E-1,5.172222501E-2,1.361305659E0,-2.141604827E-1,8.866415263E-1,2.123479470E0
6.573233333E0,4.064424624E-1,4.634837181E-2,1.360072178E0,-1.244875947E-1,2.827602281E-1,2.559012366E0
