Pivot
t,x,y,v_{x},v_{y},a_{x},a_{y}
0.000000000E0,2.066128486E2,3.561358519E2,,,,
3.336666667E-2,2.066465975E2,3.561258666E2,4.770064293E-1,2.118039236E-1,,
6.673333333E-2,2.066446808E2,3.561499863E2,-3.723274023E-1,5.418704449E-2,1.540520063E1,-6.404215151E0
1.001000000E-1,2.066217508E2,3.561294826E2,1.219099347E0,-4.964901561E-1,3.171216682E1,-1.020784308E1
1.334666667E-1,2.067260354E2,3.561168539E2,2.432554669E0,-4.828632429E-1,-4.015554875E1,3.076087590E1
1.668333333E-1,2.067840833E2,3.560972596E2,-1.472078207E0,1.247499429E0,-5.624687653E1,1.925861826E1
2.002000000E-1,2.066277987E2,3.562001037E2,-2.457682498E0,1.559050137E0,2.486083816E-1,-7.835594051E0
2.335666667E-1,2.066200740E2,3.562013002E2,-3.444753929E-1,2.837082489E-2,4.017250149E1,-2.779550268E1
2.669333333E-1,2.066048107E2,3.562019969E2,-1.684257860E-1,-6.772003780E-2,4.322390300E0,-3.042095923E0
3.003000000E-1,2.066088344E2,3.561967810E2,5.242358791E-2,-1.935632097E-1,3.815355679E0,-9.399008931E-2
3.336666667E-1,2.066083091E2,3.561890798E2,2.027647079E-2,-9.182887827E-2,-6.462998852E-1,2.936197397E-1
3.670333333E-1,2.066101875E2,3.561906530E2,3.269422215E-2,-1.069304955E-1,-8.594013822E-2,-2.517753275E0
4.004000000E-1,2.066104909E2,3.561819440E2,3.457996864E-3,-3.158832651E-1,-6.675187642E-1,-2.272267137E0
4.337666667E-1,2.066104182E2,3.561695730E2,-9.101137636E-3,-2.670497687E-1,-5.010330307E-1,-2.287338585E0
4.671333333E-1,2.066098836E2,3.561641229E2,-2.925989749E-2,-3.975902211E-1,-5.947187504E-1,1.054055609E0
5.005000000E-1,2.066084656E2,3.561430405E2,-5.044539596E-2,-3.226264873E-1,-1.090309347E0,4.698042720E0
5.338666667E-1,2.066065172E2,3.561425929E2,-9.689998737E-2,3.134297265E-2,-1.419787385E0,5.652883947E0
5.672333333E-1,2.066019992E2,3.561451321E2,-1.526013334E-1,2.983290852E-2,-5.307119042E-1,4.439101006E0
6.006000000E-1,2.065963336E2,3.561445838E2,-1.364876272E-1,2.674163662E-1,1.564834195E0,5.385725471E0
6.339666667E-1,2.065928909E2,3.561629777E2,-4.457271635E-2,4.862392366E-1,2.596233185E0,3.767021528E0
6.673333333E-1,2.065933591E2,3.561770322E2,4.441287059E-2,4.548656252E-1,1.655992841E0,2.989644301E0
7.007000000E-1,2.065958547E2,3.561933324E2,6.731414398E-2,6.776361508E-1,-7.332369311E-2,1.243443559E0
7.340666667E-1,2.065978512E2,3.562222531E2,3.639133626E-2,6.220310291E-1,-1.478982332E0,-7.089770104E0
7.674333333E-1,2.065982832E2,3.562348426E2,-3.076746154E-2,1.412914352E-1,-2.357880734E0,-1.137837225E1
8.008000000E-1,2.065957980E2,3.562316819E2,-1.231472863E-1,-1.603796646E-1,-2.639615765E0,7.170302776E0
8.341666667E-1,2.065900652E2,3.562241399E2,-2.092309011E-1,5.271503890E-1,1.401363240E1,-3.974648379E0
8.675333333E-1,2.065818353E2,3.562668604E2,6.764221338E-1,-1.587400523E-2,-1.280121578E1,1.609038406E1
9.009000000E-1,2.066352051E2,3.562230806E2,-4.951787767E-1,8.185905319E-1,-2.259215855E1,3.232191022E0
9.342666667E-1,2.065487904E2,3.563214877E2,-1.690108562E0,1.238195484E0,2.210283715E0,-8.166139393E0
9.676333333E-1,2.065224185E2,3.563057095E2,8.375538512E-2,-5.137779498E-1,3.668611957E1,-4.298942499E1
1.001000000E0,2.065543796E2,3.562872016E2,8.891150653E-1,-1.292481415E0,7.120376882E0,-2.406806484E0
1.034366667E0,2.065817521E2,3.562194579E2,4.651459371E-1,-1.023214400E0,-2.390000422E1,4.764189429E1
1.067733333E0,2.065854204E2,3.562189191E2,-6.840504570E-1,1.992940712E0,-1.240832315E0,1.234555944E1
1.101100000E0,2.065361032E2,3.563524535E2,-4.302084249E-3,7.022084319E-1,1.378242389E1,-3.602252960E1
1.134466667E0,2.065851333E2,3.562657798E2,8.575961856E-1,-1.760386009E0,1.692328438E1,-4.628734432E1
1.167833333E0,2.065933334E2,3.562349771E2,6.779578904E-1,-1.581972789E0,-8.015523331E0,2.172537049E1
1.201200000E0,2.066303757E2,3.561602095E2,6.056560774E-1,-8.212127669E-1,-5.116768201E0,2.557645054E1
1.234566667E0,2.066337509E2,3.561801748E2,1.269307024E-1,6.212661459E-1,-1.742013436E1,1.719632960E1
1.267933333E0,2.066388462E2,3.562016686E2,-3.986467239E-1,1.943616745E-1,9.786261851E-1,-4.910374291E0
1.301300000E0,2.066071479E2,3.561931452E2,-9.160227403E-2,1.096368756E-1,2.965848435E1,-1.449768595E1
1.334666667E0,2.066327333E2,3.562089851E2,1.762360423E0,-4.696404388E-1,2.474825534E1,-4.783114847E0
1.368033333E0,2.067247560E2,3.561618045E2,1.851272136E0,-6.418377614E-1,-4.822287613E1,1.996408627E1
1.401400000E0,2.067562748E2,3.561661531E2,-1.506780363E0,1.082177760E0,-5.238902816E1,1.562992136E1
1.434766667E0,2.066242036E2,3.562340219E2,-2.433510106E0,7.467452295E-1,6.208183601E0,-1.364745921E1
1.468133333E0,2.065938786E2,3.562159859E2,-3.819394748E-1,-3.583622269E-1,3.883528600E1,-1.677371570E1
1.501500000E0,2.065987155E2,3.562101072E2,9.759758445E-2,-1.416116168E-1,7.831882539E0,5.669026137E0
