Pendulum_Bob
t,x,y,v_{x},v_{y},a_{x},a_{y}
0.000000000E0,5.133837989E-1,5.697833545E-1,,,,
3.336666667E-2,5.112455711E-1,5.698222542E-1,-7.023768161E-2,-6.890921851E-4,,
6.673333333E-2,5.086966043E-1,5.697373690E-1,-9.720277293E-2,-2.508345020E-3,-6.574013979E-1,-7.900387896E-4
1.001000000E-1,5.047589060E-1,5.696548640E-1,-1.190295258E-1,-7.173902673E-4,-3.286621179E-1,3.363533568E-2
1.334666667E-1,5.007533673E-1,5.696894952E-1,-1.169021973E-1,3.333220664E-4,1.810290094E-3,1.284027614E-2
1.668333333E-1,4.969576327E-1,5.696771077E-1,-1.173518602E-1,-3.199127531E-4,-1.575270634E-1,7.608433157E-3
2.002000000E-1,4.929220864E-1,5.696681463E-1,-1.278972563E-1,8.032613594E-4,-2.205314060E-1,7.938253775E-2
2.335666667E-1,4.884226225E-1,5.697307120E-1,-1.337049633E-1,4.851282786E-3,1.247689366E-1,9.612291520E-3
2.669333333E-1,4.839995086E-1,5.699918886E-1,-1.200397369E-1,2.852632939E-3,5.690737299E-1,-2.567535155E-2
3.003000000E-1,4.804119707E-1,5.699210777E-1,-9.421523984E-2,8.646374361E-4,4.919494420E-1,-3.810081069E-3
3.336666667E-1,4.777122116E-1,5.700495888E-1,-8.466230047E-2,4.123576985E-3,1.051177279E-1,-2.491346676E-2
3.670333333E-1,4.747621732E-1,5.701962578E-1,-8.995245939E-2,-4.540526658E-4,1.664078011E-1,-7.475411698E-2
4.004000000E-1,4.717093841E-1,5.700192883E-1,-7.571533220E-2,-2.666304066E-3,6.212745021E-1,-2.071831464E-2
4.337666667E-1,4.697094367E-1,5.700183264E-1,-4.578678158E-2,-3.450917181E-4,8.592799547E-1,3.558364280E-2
4.671333333E-1,4.686538795E-1,5.699962592E-1,-1.846469237E-2,-7.466475531E-4,6.301647120E-1,-2.218312525E-2
5.005000000E-1,4.684772262E-1,5.699685001E-1,-2.405220303E-3,-1.683047595E-3,3.552052906E-1,-1.196372187E-2
5.338666667E-1,4.684933712E-1,5.698839438E-1,3.720879128E-3,-1.870783012E-3,5.332067083E-1,-7.643464611E-3
5.672333333E-1,4.687255329E-1,5.698436565E-1,3.034811521E-2,-1.797676142E-3,8.154232429E-1,4.692446860E-3
6.006000000E-1,4.705186021E-1,5.697639789E-1,6.302991222E-2,-1.891915875E-3,6.324475292E-1,8.386563365E-3
6.339666667E-1,4.729317290E-1,5.697174027E-1,7.192356813E-2,-1.059957940E-3,1.984131673E-1,-6.250866221E-3
6.673333333E-1,4.753183015E-1,5.696932444E-1,7.441662810E-2,-2.088948193E-3,1.326588448E-1,-5.552016088E-2
7.007000000E-1,4.778977987E-1,5.695780002E-1,8.111522881E-2,-4.984333972E-3,3.451706902E-1,-2.834999520E-2
7.340666667E-1,4.807313911E-1,5.693606231E-1,9.647553070E-2,-4.509583248E-3,3.698976310E-1,4.113998472E-2
7.674333333E-1,4.843359324E-1,5.692770607E-1,1.084905082E-1,-1.579494751E-3,3.972143473E-2,8.255387011E-2
8.008000000E-1,4.879713244E-1,5.692552182E-1,9.902608000E-2,7.733121194E-4,-2.471006918E-1,2.376470333E-2
8.341666667E-1,4.909442728E-1,5.693286664E-1,8.909852435E-2,5.221320174E-4,-1.384228466E-1,6.708958165E-2
8.675333333E-1,4.939171659E-1,5.692900618E-1,9.094292408E-2,3.851228424E-3,2.580095160E-1,2.527657465E-2
9.009000000E-1,4.970131973E-1,5.695856717E-1,1.050867451E-1,4.502177726E-3,1.079456210E-1,1.148845170E-2
9.342666667E-1,5.009299547E-1,5.695905071E-1,1.033953442E-1,2.343428530E-3,-3.362370985E-1,-4.720888115E-2
9.676333333E-1,5.039131133E-1,5.697420565E-1,7.845830465E-2,2.844827613E-3,-6.066616585E-1,-1.726843516E-2
1.001000000E0,5.061657389E-1,5.697803520E-1,6.249783495E-2,4.865402232E-4,-4.522020795E-1,1.062834527E-2
1.034366667E0,5.080838021E-1,5.697745249E-1,4.954676064E-2,3.134846309E-3,-3.996357382E-1,-1.001805158E-2
1.067733333E0,5.094721594E-1,5.699895507E-1,3.519361189E-2,1.556310636E-3,-5.201281745E-1,-5.239454185E-2
1.101100000E0,5.104323892E-1,5.698783827E-1,1.596786152E-2,-2.368567292E-3,-7.802180333E-1,-8.504419017E-3
1.134466667E0,5.105377480E-1,5.698314883E-1,-1.676974649E-2,1.541293449E-3,-6.114076442E-1,4.827386654E-2
1.167833333E0,5.093132881E-1,5.699812384E-1,-2.969692679E-2,1.923584589E-3,-4.111980977E-1,2.383215813E-2
1.201200000E0,5.085559731E-1,5.699598555E-1,-3.728020194E-2,1.650678096E-3,-4.145691233E-1,8.305721508E-3
1.234566667E0,5.068254559E-1,5.700913936E-1,-6.119603323E-2,3.554331051E-3,-7.095467699E-1,-2.024896503E-2
1.267933333E0,5.044721578E-1,5.701970479E-1,-8.337801168E-2,2.743722164E-4,-6.966721634E-1,-1.391666413E-1
1.301300000E0,5.012613633E-1,5.701097034E-1,-1.083006799E-1,-6.017885436E-3,-2.421363433E-1,-7.031896063E-2
1.334666667E0,4.972448924E-1,5.697954543E-1,-1.035532925E-1,-5.531753565E-3,2.076423429E-1,6.202545035E-2
1.368033333E0,4.943509069E-1,5.697405511E-1,-8.776586757E-2,-4.529656070E-4,-3.743519202E-3,1.091940348E-1
1.401400000E0,4.913879835E-1,5.697652264E-1,-1.042884002E-1,1.440511688E-3,-4.358898312E-1,4.760439107E-2
1.434766667E0,4.873913943E-1,5.698366812E-1,-1.209629502E-1,2.677229204E-3,-4.457209790E-2,2.009425948E-3
1.468133333E0,4.833157226E-1,5.699438869E-1,-1.074835654E-1,1.825709100E-3,4.835152809E-1,-1.398577691E-2
1.501500000E0,4.802186577E-1,5.699585169E-1,-8.539746862E-2,1.166952646E-3,4.657282236E-1,-1.493434487E-2
1.534866667E0,4.776168649E-1,5.700217615E-1,-7.657808830E-2,1.317913320E-3,2.216766818E-1,9.044044538E-3
1.568233333E0,4.751083466E-1,5.700464656E-1,-7.175453746E-2,1.406284310E-3,1.965357785E-1,-1.724973388E-2
1.601600000E0,4.728284454E-1,5.701156075E-1,-6.338912146E-2,6.436232746E-4,5.858662105E-1,-3.591712284E-2
1.634966667E0,4.708781793E-1,5.700894167E-1,-3.507504016E-2,-1.405257538E-3,7.291939969E-1,-3.375059105E-2
1.668333333E0,4.704877711E-1,5.700218300E-1,-9.123020833E-3,-1.637289211E-3,5.310544151E-1,-7.853593321E-3
1.701700000E0,4.702693697E-1,5.699801550E-1,-2.777125932E-3,-1.669698555E-3,2.355911297E-1,1.045750828E-2
1.735066667E0,4.703024442E-1,5.699104055E-1,6.517723493E-3,-1.237005932E-3,3.688871628E-1,1.982630201E-3
1.768433333E0,4.707043191E-1,5.698976054E-1,2.152604942E-2,-1.127235103E-3,5.406992241E-1,-1.008262515E-2
1.801800000E0,4.717389492E-1,5.698351813E-1,4.283097622E-2,-2.197556174E-3,5.566849812E-1,-2.561939156E-2
1.835166667E0,4.735625729E-1,5.697509552E-1,5.994335282E-2,-2.786545655E-3,3.835987235E-1,-2.559621511E-2
1.868533333E0,4.757391690E-1,5.696492258E-1,6.787459378E-2,-3.823304995E-3,2.480695276E-1,-3.410598522E-2
1.901900000E0,4.780920708E-1,5.694958133E-1,7.574951770E-2,-5.165287485E-3,3.751441022E-1,-1.894548286E-3
1.935266667E0,4.807941868E-1,5.693045290E-1,9.239637339E-2,-4.217685563E-3,3.354342303E-1,6.837155487E-2
1.968633333E0,4.842579888E-1,5.692143531E-1,1.010430191E-1,-4.154027470E-4,8.556800786E-3,9.809426428E-2
2.002000000E0,4.875371243E-1,5.692768078E-1,9.151240449E-2,2.653787731E-3,-2.232330295E-1,6.325963331E-2
2.035366667E0,4.903649166E-1,5.693914492E-1,8.462637789E-2,3.669442202E-3,-2.704540234E-2,-4.054451475E-2
2.068733333E0,4.931845246E-1,5.695216819E-1,8.987185760E-2,4.031436483E-4,1.011771249E-1,8.632908293E-3
2.102100000E0,4.963623652E-1,5.694183523E-1,9.321833946E-2,2.423565120E-3,-9.276351068E-2,3.273187640E-2
2.135466667E0,4.994052951E-1,5.696834145E-1,8.344442191E-2,5.074590185E-3,-3.401230110E-1,5.865275560E-3
2.168833333E0,5.019308896E-1,5.697569966E-1,6.948185089E-2,1.331383147E-3,-3.156120802E-1,-7.091890156E-2
2.202200000E0,5.040420506E-1,5.697722621E-1,6.191016010E-2,4.965789947E-4,-3.509743234E-1,3.426744170E-2
2.235566667E0,5.060623610E-1,5.697901350E-1,4.830717622E-2,3.351852435E-3,-4.098382380E-1,-1.690341245E-2
2.268933333E0,5.072657495E-1,5.699959424E-1,3.185822935E-2,9.176610350E-4,-5.247731299E-1,-5.396632079E-2
2.302300000E0,5.081883668E-1,5.698513736E-1,1.556111808E-2,-2.424527146E-3,-5.486124517E-1,-2.667646078E-2
