-2.5593899164677807,0.70802912085349923
-2.5587649164677808,-0.19877086376719511
-2.5581399164677805,-0.83799052505789573
-2.5575149164677806,-1.4883593664869683
-2.5568899164677807,-4.1678789931747469
-2.5562649164677804,-5.869987161029699
-2.5556399164677805,-7.1447100902301015
-2.5550149164677807,-6.832533046344146
-2.5543899164677808,-5.9814789624173477
-2.5537649164677805,-4.0415216182677876
-2.5531399164677806,-2.4137413180060481
-2.5525149164677807,-1.7522232964381916
-2.5518899164677808,-1.3397036313033677
-2.5512649164677805,-1.0126610138988466
-2.5506399164677807,-0.74136429718843355
-2.5500149164677808,-0.16532332335125513
-2.5493899164677805,1.209742227099196
-2.5487649164677806,2.1165422117198904
-2.5481399164677807,3.2797733395330315
-2.5475149164677808,5.216014290300989
-2.5468899164677805,5.9853077198779721
-2.5462649164677806,6.0447700139514877
-2.5456399164677808,5.8589503449717526
-2.5450149164677804,5.2234470770605235
-2.5443899164677806,4.045350375729539
-2.5437649164677807,2.8263733472224781
-2.5431399164677808,1.5107700908465524
-2.5425149164677805,0.33267338951443459
-2.5418899164677806,-0.44405282682085762
-2.5412649164677807,-0.96434789996411552
-2.5406399164677804,-2.2948167298601421
-2.5400149164677805,-4.7662183272894936
-2.5393899164677807,-6.3233871533396728
-2.5387649164677808,-7.2450527114787393
-2.5381399164677805,-6.6095494435679889
-2.5375149164677806,-5.5652429039023543
-2.5368899164677807,-3.3985855635986435
-2.5362649164677808,-2.1350118145370205
-2.5356399164677805,-1.5961347744952143
-2.5350149164677807,-1.2207790431561496
-2.5343899164677808,-0.91231839264978976
-2.5337649164677805,-0.6335888891798358
-2.5331399164677806,0.13942093377551024
-2.5325149164677807,1.7337536936216362
-2.5318899164677808,2.328376634356518
-2.5312649164677805,4.0156192286927812
-2.5306399164677806,5.6545487090940441
-2.5300149164677808,6.0373372271922978
-2.5293899164677804,6.0336208338125852
-2.5287649164677806,5.7734732972410745
-2.5281399164677807,4.8889716728975356
-2.5275149164677808,3.6588454642522503
-2.5268899164677805,2.4064208953282771
-2.5262649164677806,1.0908176389517532
-2.5256399164677807,0.057660279424426836
-2.5250149164677804,-0.62615610242117525
-2.5243899164677805,-1.0163774072784415
-2.5237649164677807,-3.3354068761455338
-2.5231399164677808,-5.2939461871910503
-2.5225149164677805,-6.7098920648176374
-2.5218899164677806,-6.9663232080095554
-2.5212649164677807,-6.1041199439435854
-2.5206399164677808,-4.6138461987267885
-2.5200149164677805,-2.7296347552715976
-2.5193899164677807,-1.9603413256954951
-2.5187649164677808,-1.4995085466257523
-2.5181399164677805,-1.1576003557029029
-2.5175149164677806,-0.85657249195586926
-2.5168899164677807,-0.48864954737599398
-2.5162649164677808,0.6188356797427228
-2.5156399164677805,2.0459307375075912
-2.5150149164677806,2.8077913803245047
-2.5143899164677808,4.7477487244729373
-2.5137649164677804,5.951860179461689
-2.5131399164677806,6.1042323080250025
-2.5125149164677807,5.9890241132575666
-2.5118899164677808,5.5913700216411151
-2.5112649164677805,4.4987503680400929
