,t,f,e,s
0,0.0,5378.6429678856,0.001935205078,294041209.46113497
1,0.009999999999999787,5386.10915836434,0.001941308594,294449373.32171166
2,0.019999999999999574,5424.9333470745005,0.001953515625,296571825.2994399
3,0.02999999999999936,5441.35896434844,0.001956567383,297469785.69543797
4,0.03999999999999915,5411.49420243348,0.001953515625,295837130.25313115
5,0.05000000000000071,5411.49420243348,0.0019718261719999996,295837130.25313115
6,0.0600000000000005,5447.3319140625,0.0019504638670000002,297796316.6379934
7,0.07000000000000028,5439.86572358376,0.001959619141,297388152.7774167
8,0.08000000000000007,5454.79810454124,0.001968774414,298204480.4985701
9,0.08999999999999986,5468.23724473404,0.001965722656,298939175.30170226
10,0.09999999999999964,5496.608765884321,0.00197487793,300490197.82598776
11,0.10999999999999943,5510.047906077121,0.0018863769530000003,301224892.62911993
12,0.11999999999999922,5498.10200220078,0.0019931884769999997,300571830.50083244
13,0.13000000000000078,5547.3788540226005,0.001980981445,303265711.6888268
14,0.14000000000000057,5529.4600004322,0.00200234375,302286118.617984
15,0.15000000000000036,5533.9397138298,0.001987084961,302531016.8856947
16,0.16000000000000014,5580.23008857048,0.002017602539,305061632.48082304
17,0.16999999999999993,5568.284184694139,0.002051171875,304408570.35253555
18,0.17999999999999972,5584.70980196808,0.002026757812,305306530.7485337
19,0.1899999999999995,5605.615132639621,0.002017602539,306449389.4122426
20,0.1999999999999993,5595.162469527961,0.002026757812,305877960.2019765
21,0.21000000000000085,5560.817994215399,0.002005395508,304000406.49195886
22,0.22000000000000064,5605.615132639621,0.002042016602,306449389.4122426
23,0.23000000000000043,5642.9460805851,0.002038964844,308490208.4719495
24,0.2400000000000002,5642.9460805851,0.001990136719,308490208.4719495
25,0.25,5659.37169785904,0.0020481201170000005,309388168.8679476
26,0.2599999999999998,5695.20940948806,0.002057275391,311347355.2528098
27,0.2699999999999996,5689.236455325779,0.0020603271479999997,311020824.0670778
28,0.27999999999999936,5705.66207259972,0.00207253418,311918784.46307594
29,0.28999999999999915,5693.71616872338,0.0020542236329999996,311265722.33478856
30,0.3000000000000007,5710.141785997321,0.002075585937,312163682.7307867
31,0.3100000000000005,5717.607976476061,0.0020786376949999998,312571846.5913634
32,0.3200000000000003,5708.648549680861,0.00207253418,312082050.055942
33,0.33000000000000007,5723.580926190121,0.0020908447270000003,312898377.53391886
34,0.33999999999999986,5768.3780646143405,0.0021061035160000003,315347360.4542024
35,0.34999999999999964,5792.269872367021,0.0020969482420000003,316653484.7107773
36,0.35999999999999943,5787.79015896942,0.0020847412110000002,316408586.44306654
37,0.3699999999999992,5789.28339528588,0.0020908447270000003,316490219.1179112
38,0.3800000000000008,5807.2022533245,0.0021,317469812.4319306
39,0.39000000000000057,5813.1752030385605,0.0021518798829999997,317796343.3744861
40,0.40000000000000036,5823.62787059844,0.002109155273,318367772.8279287
41,0.41000000000000014,5831.09405662896,0.002115258789,318775936.4453289
42,0.41999999999999993,5840.053487872379,0.002115258789,319265733.22392684
43,0.4299999999999997,5856.4791006981,0.002148828125,320163693.37674844
44,0.4399999999999995,5880.37090845078,0.00212746582,321469817.6333232
45,0.4499999999999993,5883.35738553192,0.002136621094,321633083.2261892
46,0.46000000000000085,5922.181569793861,0.002154931641,323755534.9607409
47,0.47000000000000064,5887.837098929521,0.0021518798829999997,321877981.49389994
48,0.4800000000000004,5917.70185639626,0.0021457763670000005,323510636.6930302
49,0.4900000000000002,5910.23566591752,0.0021579833979999997,323102472.8324535
50,0.5,5929.647760272601,0.0021579833979999997,324163698.8213176
51,0.5099999999999998,5956.5260451064205,0.0021518798829999997,325633088.6707584
52,0.5199999999999996,5963.992231136939,0.0021640869139999998,326041252.2881585
53,0.5299999999999994,5975.93813501328,0.0021732421870000003,326694314.4164459
54,0.5399999999999991,5996.84346568482,0.002182397461,327837173.0801548
55,0.5500000000000007,6002.8164198471,0.0022007080079999995,328163704.2658867
56,0.5600000000000005,6011.7758466423,0.0021885009770000003,328653500.80130816
57,0.5700000000000003,6029.6947002327,0.002191552734,329633093.87215096
58,0.5800000000000001,6019.24203712104,0.002206811523,329061664.66188484
59,0.5899999999999999,6017.748796356361,0.002215966797,328980031.7438636
60,0.5999999999999996,6037.16089071144,0.002182397461,330041257.73272765
61,0.6099999999999994,6061.05269846412,0.002209863281,331347381.98930246
62,0.6199999999999992,6052.09327166892,0.002206811523,330857585.4538811
63,0.6300000000000008,6107.3430732048,0.002219018555,333877997.5844308
64,0.6400000000000006,6101.370119042521,0.002246484375,333551466.39869887
65,0.6500000000000004,6090.91745593086,0.002212915039,332980037.18843275
66,0.6600000000000001,6122.27544971406,0.002237329102,334694325.0624077
67,0.6699999999999999,6104.35659612366,0.002231225586,333714731.9915648
68,0.6799999999999997,6128.2484038763405,0.002234277344,335020856.2481397
69,0.6899999999999995,6141.687544069139,0.00222512207,335755551.05127174
70,0.6999999999999993,6162.59287474068,0.002243432617,336898409.71498054
71,0.7100000000000009,6183.49820541222,0.002261743164,338041268.3786894
72,0.7200000000000006,6177.52525569816,0.002273950195,337714737.43613404
73,0.7300000000000004,6189.4711595745,0.0022525878910000002,338367799.5644214
74,0.7400000000000002,6190.96439589096,0.0022953125,338449432.2392661
75,0.75,6216.3494399601,0.002246484375,339837189.17068565
76,0.7599999999999998,6246.21419742684,0.002277001953,341469844.3698158
77,0.7699999999999996,6235.761534315179,0.002280053711,340898415.1595497
78,0.7799999999999994,6241.73448402924,0.002301416016,341224946.10210514
79,0.7899999999999991,6264.1330554654605,0.002277001953,342449437.6838353
